ID,Address,Name,Latitude,Longitude,Radius,Tags,Notes,Type
23558412,"558 GORDON HWY, GORDON, GA 31031",PIERCES GROCERY,32.975991,-83.279695,44,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558413,"1545 INDIAN DR, EASTMAN, GA 31023",MURPHY OIL #7200,32.179677,-83.180071,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558414,"1099 INDIAN DR, EASTMAN, GA 31023",WALMART SUPERCENTER #1018,32.178874,-83.178165,250,"Byron,Updated Geofence",,Normal Geofence
23558415,"1100 HILLCREST PKWY, DUBLIN, GA 31021",KROGER #674,32.544921,-82.937599,250,"Byron,Updated Geofence",,Normal Geofence
23558416,"12923 BROAD ST, SPARTA, GA 31087",GOLDEN PANTRY #100 (BROAD ST),33.276331,-82.970925,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558417,"818A N HOUSTON LAKE BLVD, CENTERVILLE, GA 31028",CENTERVILLE LIQUORS,32.642428,-83.689842,50,Byron,,Normal Geofence
23558418,"201 WALMART DR, EATONTON, GA 31024",WALMART SUPERCENTER #5482,33.295756,-83.388416,250,"Byron,Updated Geofence",,Normal Geofence
23558419,"5394 THOMASTON RD, MACON, GA 31220",HAPPY N JOY INC,32.833404,-83.737812,250,"Byron,Updated Geofence",,Normal Geofence
23558420,"2494 GA HIGHWAY 247 CONNECTOR, BYRON, GA 31008",NEON COWBOY,32.606864,-83.750480,250,"Byron,Updated Geofence",,Normal Geofence
23558421,"632 E 3RD ST, JACKSON, GA 30233",PARK AVE,33.294533,-83.957189,50,Byron,,Normal Geofence
23558423,"172 GORDON HWY SW, MILLEDGEVILLE, GA 31061",C&P STOP N SHOP,33.015123,-83.239203,50,Byron,,Normal Geofence
23558424,"9160 GA HIGHWAY 212 W, MONTICELLO, GA 31064",LARRY'S 4 WAY,33.380845,-83.815375,250,"Byron,Updated Geofence",,Normal Geofence
23558425,"7652 NEWNAN RD, BROOKS, GA 30205",HUCKABEES SHELL,33.254103,-84.488639,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558426,"102 RUSSELL PKWY, WARNER ROBINS, GA 31088",WALGREENS #09643,32.594201,-83.623284,250,"Byron,Updated Geofence",,Normal Geofence
23558427,"7814 WELLS ST, SENOIA, GA 30276",HIT & RUN,33.293180,-84.543553,50,"Byron,Byron HRA",,Normal Geofence
23558428,"3825 NORTHSIDE DR, MACON, GA 31210",CARRIAGE HILL BOTTLE SHOP,32.898180,-83.694254,250,"Byron,Updated Geofence",,Normal Geofence
23558429,"4845 OCMULGEE EAST BLVD, MACON, GA 31217",FRIENDLY GUS #20,32.796851,-83.570622,50,Byron,,Normal Geofence
23558430,"400 INDUSTRIAL BLVD, DUBLIN, GA 31021",FRIENDLY GUS #4,32.527707,-82.942888,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558431,"1015 CLAXTON DAIRY RD, DUBLIN, GA 31021",FRIENDLY GUS #5,32.549403,-82.925251,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558432,"309 CENTRAL DR, EAST DUBLIN, GA 31027",FRIENDLY GUS #6,32.547055,-82.884941,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558433,"2009 VETERANS BLVD, DUBLIN, GA 31021",FRIENDLY GUS #7,32.542195,-82.952687,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558434,"1329 N JEFFERSON ST, DUBLIN, GA 31021",FRIENDLY GUS #10,32.563975,-82.917286,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558435,"2935 HIGHWAY 257, DUBLIN, GA 31021",FRIENDLY GUS #12,32.499329,-82.976890,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558436,"310 MILLEDGEVILLE HWY, GORDON, GA 31031",FRIENDLY GUS #14,32.882984,-83.327491,50,Byron,,Normal Geofence
23558437,"118 GA HIGHWAY 49 W, MILLEDGEVILLE, GA 31061",FRIENDLY GUS #16,33.072089,-83.251265,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558438,"650 PINEHILL RD, DUBLIN, GA 31021",FRIENDLY GUS #18,32.486358,-82.937840,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558439,"415 SOPERTON AVE, EAST DUBLIN, GA 31027",FRIENDLY GUS #19,32.544046,-82.866633,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558440,"1603 GA HIGHWAY 19 S, DUBLIN, GA 31021",FRIENDLY GUS #23,32.482381,-82.895936,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558441,"7790 WELLS ST, SENOIA, GA 30276",CROOK'S MARKET PLACE,33.296419,-84.560303,100,Byron,,Normal Geofence
23558442,"502 BOOTH RD, WARNER ROBINS, GA 31088",WALMART SUPERCENTER #3750,32.590852,-83.612347,250,"Byron,Updated Geofence",,Normal Geofence
23558443,"2301 US HIGHWAY 341, FORT VALLEY, GA 31030",FOOD DEPOT #15,32.568070,-83.887114,100,Byron,,Normal Geofence
23558444,"1201 W TAYLOR ST, Griffin, GA 30223",FOOD DEPOT #34,33.248084,-84.282766,250,"Byron,Updated Geofence",,Normal Geofence
23558445,"501 BOOTH RD, WARNER ROBINS, GA 31088",MURPHY OIL #7317,32.593019,-83.613318,250,"Byron,Updated Geofence",,Normal Geofence
23558446,"271 SCUFFLEBORO RD, EATONTON, GA 31024",TERRYS ONE STOP,33.254368,-83.283183,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558447,"500 S CENTER ST, THOMASTON, GA 30286",SOUTHSIDE BP,32.884184,-84.326648,250,"Byron,Updated Geofence",,Normal Geofence
23558448,"1078 HIGHWAY 19 N, THOMASTON, GA 30286",NORTHCREEK SHELL,32.925327,-84.333603,50,"Byron,Byron HRA",,Normal Geofence
23558449,"406 PEA RIDGE RD, EATONTON, GA 31024",KWIK STOP #4,33.270749,-83.300979,58,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558450,"1590 N EXPRESSWAY, Griffin, GA 30223",MCINTOSH BP,33.278433,-84.291523,50,"Byron,Byron HRA",,Normal Geofence
23558451,"401 W TAYLOR ST, Griffin, GA 30223",TENTH & TAYLOR,33.247628,-84.269226,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558452,"386 GA HIGHWAY 26 E, COCHRAN, GA 31014",S&P QUICKSTOP,32.401627,-83.335896,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558453,"1501 E UNION ST, VIENNA, GA 31092",PIG JIG MART,32.087160,-83.771302,250,"Byron,Updated Geofence",,Normal Geofence
23558454,"248 RIVERVIEW RD, OGLETHORPE, GA 31068",FAST FLINT FOODS,32.291503,-84.053889,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558456,"16950 HWY 341, CULLODEN, GA 31016",MARKET PLACE #7,32.879239,-84.090354,50,"Byron,Byron HRA",,Normal Geofence
23558457,"1001 LEVERETT RD, WARNER ROBINS, GA 31088",CORNER FOOD MART (LEVERETT),32.602132,-83.661404,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558458,"3701 PIO NONO AVE, MACON, GA 31206",YUG FOOD MART,32.797008,-83.667005,50,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558459,"94 EASTMAN HWY, HAWKINSVILLE, GA 31036",NEIGHBORS EXPRESS (EASTMAN HWY),32.281412,-83.452361,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558460,"851 N CHURCH ST, THOMASTON, GA 30286",MURPHY OIL #6862,32.910773,-84.330643,50,Byron,,Normal Geofence
23558461,"6205 ZEBULON RD, MACON, GA 31210",CIRCLE K #2706730,32.880470,-83.764579,250,"Byron,Updated Geofence",,Normal Geofence
23558462,"6040 HARRISON RD, MACON, GA 31206",MURPHY OIL #6715,32.809412,-83.721188,250,"Byron,Updated Geofence",,Normal Geofence
23558463,"306 HAROLD G CLARKE PKWY, FORSYTH, GA 31029",CIRCLE K #6716,33.027160,-83.912523,250,"Byron,Updated Geofence",,Normal Geofence
23558464,"283 N LEE ST, FORSYTH, GA 31029",CIRCLE K #6718,33.044707,-83.941831,50,Byron,,Normal Geofence
23558465,"4775 CHAMBERS RD, MACON, GA 31206",CIRCLE K #2706731,32.809828,-83.723773,250,"Byron,Updated Geofence",,Normal Geofence
23558466,"3903 ARKWRIGHT RD, MACON, GA 31210",CIRCLE K #2706729,32.905578,-83.686617,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558467,"99 WELLBORNE RD, WARNER ROBINS, GA 31088",P&K,32.601502,-83.603599,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558468,"801 S Davis Dr., WARNER ROBINS, GA 31088",PLEEZING FOODS,32.606395,-83.613432,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558469,"2580 RIVERSIDE DR, MACON, GA 31204",CIRCLE K #2706715,32.872138,-83.661992,250,"Byron,Updated Geofence",,Normal Geofence
23558471,"413 W MAIN ST, MANCHESTER, GA 31816",CIRCLE K #2706694,32.854007,-84.619469,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558472,"5127 MERCER UNIVERSITY DR, MACON, GA 31210",RACEWAY (MERCER),32.832730,-83.729748,250,"Byron,Updated Geofence",,Normal Geofence
23558473,"2340 ST HWY 16 W & BLANCH ST, MONTICELLO, GA 31064",INGLES #496,33.304270,-83.704713,250,"Byron,Updated Geofence",,Normal Geofence
23558474,"1305 W 3RD ST, JACKSON, GA 30233",INGLES #499,33.293703,-83.984625,250,"Byron,Updated Geofence",,Normal Geofence
23558475,"631 VETERANS PKWY, BARNESVILLE, GA 30204",INGLES #498,33.044875,-84.172065,250,"Byron,Updated Geofence",,Normal Geofence
23558476,"982 MACON ST BLDG 982, WARNER ROBINS, GA 31098",AAFES WRAFB BX,32.598057,-83.582473,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558477,"601 E JACKSON ST, DUBLIN, GA 31021",HOP IN,32.542886,-82.897991,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558478,"3001 RUSSELL PKWY, WARNER ROBINS, GA 31088",CVS #1586,32.592285,-83.668797,75,Byron,,Normal Geofence
23558479,"3016 MACON RD, ORCHARD HILL, GA 30266",ORCHARD HILL FOODS,33.185596,-84.211310,50,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558480,"3118 OLD MACON RD, ORCHARD HILL, GA 30266",H & R GROCERY (OLD MACON RD),33.183290,-84.208708,50,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558481,"678 N EXPRESSWAY, Griffin, GA 30223",SUPER SPEEDWAY,33.260909,-84.289086,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558482,"445 TIFT COLLEGE DR, FORSYTH, GA 31029",W.C.'S MINI MART INC,33.034296,-83.924482,250,"Byron,Updated Geofence",,Normal Geofence
23558483,"1194 FORSYTH ST, MACON, GA 31201",CIRCLE K #2745115,32.835990,-83.640119,250,"Byron,Updated Geofence",,Normal Geofence
23558485,"148 E DYKES ST, COCHRAN, GA 31014",CIRCLE K #2745070,32.388931,-83.351903,50,"Byron,Updated Geofence",,Normal Geofence
23558488,"167 BROAD ST, HAWKINSVILLE, GA 31036",CIRCLE K #2745076,32.281110,-83.473979,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558489,"3056 N COLUMBIA ST, MILLEDGEVILLE, GA 31061",CIRCLE K #2745097,33.183426,-83.290063,50,Byron,,Normal Geofence
23558490,"283 W CLINTON ST, GRAY, GA 31032",CIRCLE K #2745101,33.003383,-83.547361,250,"Byron,Updated Geofence",,Normal Geofence
23558493,"1935 N JEFFERSON ST NE, MILLEDGEVILLE, GA 31061",CIRCLE K #2745119,33.113013,-83.232380,50,Byron,,Normal Geofence
23558495,"2699 WATSON BLVD, WARNER ROBINS, GA 31093",CIRCLE K #2745130,32.617767,-83.668628,50,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558496,"10136 HAWKINSVILLE RD, WARNER ROBINS, GA 31093",CIRCLE K #2745053,32.659574,-83.618202,48,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558497,"2818 WATSON BLVD, CENTERVILLE, GA 31028",CIRCLE K #2745112,32.618845,-83.682448,41,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558499,"498 HWY 247, BONAIRE, GA 31005",CIRCLE K #2745052,32.548553,-83.596761,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558500,"12020 WATSON BLVD, BYRON, GA 31008",CIRCLE K #2745138,32.613954,-83.741258,250,"Byron,Updated Geofence",,Normal Geofence
23558501,"1941 WATSON BLVD, WARNER ROBINS, GA 31093",CIRCLE K #2745139 (WATSON BLVD),32.617910,-83.645447,37,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558502,"1501 US HIGHWAY 19 N, THOMASTON, GA 30286",CIRCLE K #2745055,32.931140,-84.334090,50,Byron,,Normal Geofence
23558503,"107 IFFIE RD, PERRY, GA 31069",CIRCLE K #2745090,32.447202,-83.752084,250,"Byron,Updated Geofence",,Normal Geofence
23558504,"5602 THOMASTON RD, MACON, GA 31220",CIRCLE K #2705113,32.834209,-83.745765,250,"Byron,Updated Geofence",,Normal Geofence
23558505,"740 BLUEBIRD BLVD, FORT VALLEY, GA 31030",CIRCLE K #2745054,32.568522,-83.874337,250,"Byron,Updated Geofence",,Normal Geofence
23558506,"105 GA HIGHWAY 49 S, BYRON, GA 31008",CIRCLE K #2745111,32.650923,-83.756943,250,"Byron,Updated Geofence",,Normal Geofence
23558507,"236 GA HIGHWAY 49 N, BYRON, GA 31008",CIRCLE K #2745137,32.657655,-83.748141,250,"Byron,Updated Geofence",,Normal Geofence
23558508,"107 RAILROAD ST, MCINTYRE, GA 31054",CIRCLE K #2745118,32.845894,-83.194403,53,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558509,"130 E TAYLOR ST, Griffin, GA 30223",JERRY'S (SHELL),33.246791,-84.262599,37,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558511,"2180 US HIGHWAY 441 S, DUBLIN, GA 31021",CIRCLE K #2745084,32.492506,-82.930215,50,Byron,,Normal Geofence
23558512,"538 OAK ST, EASTMAN, GA 31023",CIRCLE K #2745037,32.192884,-83.175874,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558513,"5910 5TH AVE, EASTMAN, GA 31023",CIRCLE K #2745019,32.200889,-83.169061,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558515,"5935 ZEBULON RD, MACON, GA 31210",MURPHY OIL #7038,32.880625,-83.759966,250,"Byron,Updated Geofence",,Normal Geofence
23558516,"2100 VETERANS BLVD, DUBLIN, GA 31021",CIRCLE K #2745092,32.541294,-82.954902,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558517,"500 WILSON DR, CENTERVILLE, GA 31028",HOP-IN CHEVRON,32.630263,-83.679441,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558518,"1290 GRAY HWY, MACON, GA 31211",MOBILE GRAY HWY,32.859122,-83.615549,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558519,"3501 US HIGHWAY 41 N, BYRON, GA 31008",CHEVRON (HWY 41),32.621899,-83.709716,250,"Byron,Updated Geofence",,Normal Geofence
23558521,"401 N CAMELLIA BLVD, FORT VALLEY, GA 31030",CIRCLE K #2745110,32.559157,-83.883365,250,"Byron,Updated Geofence",,Normal Geofence
23558522,"701 THOMASTON ST, ZEBULON, GA 30295",CIRCLE K #2745056,33.098450,-84.342703,50,Byron,,Normal Geofence
23558523,"771 HIGHWAY 341 S, BARNESVILLE, GA 30204",CIRCLE K #2745057,33.038838,-84.164085,250,"Byron,Updated Geofence",,Normal Geofence
23558524,"270 GA HIGHWAY 26 E, ELKO, GA 31025",SHELL FOOD MART (GA HWY 26 E),32.336779,-83.769176,250,"Byron,Updated Geofence",,Normal Geofence
23558526,"201 MARSHALLVILLE RD, PERRY, GA 31069",CIRCLE K #2745141,32.446251,-83.753118,250,"Byron,Updated Geofence",,Normal Geofence
23558527,"700 DUNBAR RD, WARNER ROBINS, GA 31093",MINI GIANT FOODS,32.650535,-83.660838,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558528,"906 HIGHWAY 42 S, JACKSON, GA 30233",VALERO RACE EXPRESS,33.287947,-83.941424,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558529,"800 GA HIGHWAY 96, WARNER ROBINS, GA 31088",CVS #1374,32.553824,-83.662906,250,"Byron,Updated Geofence",,Normal Geofence
23558531,"3108 CREST HWY, THOMASTON, GA 30286-2620",SUNNYSIDE GROCERY,32.900298,-84.353351,50,"Byron,Byron HRA",,Normal Geofence
23558532,"191 AMERICUS HWY, BUTLER, GA 31006",H&J TRAVEL CENTER,32.543175,-84.241919,250,"Byron,Updated Geofence",,Normal Geofence
23558533,"224 WALMART CIR, SANDERSVILLE, GA 31082",MURPHY OIL #7120,32.951612,-82.809650,250,"Byron,Updated Geofence",,Normal Geofence
23558534,"110 WALMART DR, EATONTON, GA 31024",MURPHY OIL #7201,33.295812,-83.386348,250,"Byron,Updated Geofence",,Normal Geofence
23558535,"171 N LEE ST, FORSYTH, GA 31029",ACE JONES PETRO,33.039475,-83.938884,250,"Byron,Updated Geofence",,Normal Geofence
23558536,"1359 GA HIGHWAY 22 E, HADDOCK, GA 31033",K & A GROCERY,33.032868,-83.429549,250,"Byron,Updated Geofence",,Normal Geofence
23558537,"1314 HWY 42, JACKSON, GA 30233",HWY 42 CITGO,33.306893,-83.981009,50,Byron,,Normal Geofence
23558539,"6381 ZEBULON RD, MACON, GA 31220",CVS #4160,32.880673,-83.773370,250,"Byron,Updated Geofence",,Normal Geofence
23558540,"2900 JEFFERSONVILLE RD, MACON, GA 31217",C&J'S #1,32.841224,-83.574197,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558541,"820 N HOUSTON LAKE BLVD, CENTERVILLE, GA 31028",STOP & SHOP (HOUSTON LAKE BLVD),32.642756,-83.689821,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558542,"6025 US HWY 41S & I47 S, BOLINGBROKE, GA 31004",MARATHON #9,32.948748,-83.802562,250,"Byron,Updated Geofence",,Normal Geofence
23558543,"9217 HIGHWAY 19 N, ZEBULON, GA 30295",FRESHWAY MARKET (HWY 19 N),33.113274,-84.339057,100,Byron,,Normal Geofence
23558544,"335 COLLEGE DR, BARNESVILLE, GA 30204",GIANT MART OF BARNESVILLE,33.051996,-84.154007,250,"Byron,Updated Geofence",,Normal Geofence
23558545,"3094 WATSON BLVD, WARNER ROBINS, GA 31093",KROGER #696,32.618619,-83.695222,250,"Byron,Updated Geofence",,Normal Geofence
23558546,"101 GA HIGHWAY 49, MACON, GA 31211",C & J #2,32.873460,-83.557100,50,Byron,,Normal Geofence
23558548,"1081 GA HIGHWAY 96, WARNER ROBINS, GA 31088",WALGREENS #10884,32.551517,-83.690570,250,"Byron,Updated Geofence",,Normal Geofence
23558549,"2203 WATSON BLVD, WARNER ROBINS, GA 31093",FOOD DEPOT #48,32.615999,-83.659680,250,"Byron,Updated Geofence",,Normal Geofence
23558550,"202 VETERANS PKWY, BARNESVILLE, GA 30204",HOT SHOT,33.073507,-84.169484,250,"Byron,Updated Geofence",,Normal Geofence
23558551,"8144 WELLS ST, SENOIA, GA 30276",CIRCLE K #2745164,33.296733,-84.553477,50,Byron,,Normal Geofence
23558552,"2980 JOHNSTONVILLE RD, FORSYTH, GA 31029",SONNY MARATHON,33.115539,-83.990393,50,"Byron,Byron HRA",,Normal Geofence
23558553,"211 Laurens Industrial Blvd, DUBLIN, GA 31021",SHAMROCK VENDING,32.540172,-82.957438,50,Byron,,Normal Geofence
23558554,"1602 N EXPRESSWAY, Griffin, GA 30223",WALGREENS #10632,33.278632,-84.291554,75,Byron,,Normal Geofence
23558555,"1045 PINE ST, UNADILLA, GA 31091",CIRCLE K #2745079,32.249652,-83.742367,250,"Byron,Updated Geofence",,Normal Geofence
23558557,"6035 ZEBULON RD, MACON, GA 31210",WALGREENS #10634,32.880438,-83.763520,250,"Byron,Updated Geofence",,Normal Geofence
23558558,"2586 N COLUMBIA ST, MILLEDGEVILLE, GA 31061",MURPHY OIL #7048,33.116762,-83.262412,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558559,"471 TIFT COLLEGE DR, FORSYTH, GA 31029",HOLIDAY BP (TIFT COLLEGE DR),33.034363,-83.923334,250,"Byron,Updated Geofence",,Normal Geofence
23558560,"2835 WATSON BLVD, WARNER ROBINS, GA 31093",WALGREENS #11348,32.618429,-83.682605,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558561,"4580 HWY 341, CHAUNCEY, GA 31011",WAHL TO WAHL,32.104327,-83.063343,50,Byron,,Normal Geofence
23558562,"2180 GA HIGHWAY 49 S, OGLETHORPE, GA 31068",WRIGHTS GROCERY,32.242298,-84.091755,50,Byron,,Normal Geofence
23558563,"301 WILSON RD, Griffin, GA 30224",JONES PETRO #210,33.232609,-84.231663,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558564,"3008 MACON RD, ORCHARD HILL, GA 30266",ORCHARD HILL BOTTLE SHOP,33.185860,-84.211449,50,Byron,,Normal Geofence
23558565,"274 W CLINTON ST, GRAY, GA 31032",WALGREENS #11940,33.005082,-83.547476,250,"Byron,Updated Geofence",,Normal Geofence
23558566,"1924 FORSYTH ST, MACON, GA 31201",CITGO FOOD MART (FORSYTH ST),32.841212,-83.648476,250,"Byron,Updated Geofence",,Normal Geofence
23558567,"634 N CHURCH ST, THOMASTON, GA 30286",WALGREENS #11490,32.898330,-84.328233,75,Byron,,Normal Geofence
23558568,"4200 HIGHWAY 19 41, HAMPTON, GA 30223",RACETRAC #182,33.347842,-84.295008,250,"Byron,Updated Geofence",,Normal Geofence
23558570,"6327 OAK ST, EASTMAN, GA 31023",HARVEYS SUPERMARKET #1630,32.208480,-83.191252,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558571,"501 SPAULDING RD, MONTEZUMA, GA 31063",CVS #5673,32.293541,-84.019457,75,Byron,,Normal Geofence
23558572,"2295 HWY 41, Griffin, GA 30223",EXXON (HWY 41),33.295027,-84.292010,47,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558573,"1100 BALL ST, PERRY, GA 31069",WALGREENS #11793,32.459521,-83.733641,250,"Byron,Updated Geofence",,Normal Geofence
23558574,"1601 W POPLAR ST, Griffin, GA 30224",EZ FUEL GROCERY,33.242822,-84.298098,250,"Byron,Updated Geofence",,Normal Geofence
23558575,"2350 N COLUMBIA ST, MILLEDGEVILLE, GA 31061",WALGREENS #10832,33.108466,-83.254875,250,"Byron,Updated Geofence",,Normal Geofence
23558577,"210 ROBERSON MILL RD NE, MILLEDGEVILLE, GA 31061",MARATHON (ROBERSON MILL RD),33.096908,-83.258889,53,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558578,"101 CAMELLIA BLVD, MARSHALLVILLE, GA 31057",FRIENDLY FOODS (CAMELLIA BLVD),32.456595,-83.942157,250,"Byron,Updated Geofence",,Normal Geofence
23558579,"142 HWY 243, IVEY, GA 31031",LAKESIDE MART,32.907990,-83.297942,43,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558580,"22 N POPLAR ST, BUTLER, GA 31006",D&D PIT STOP,32.559587,-84.238723,250,"Byron,Updated Geofence",,Normal Geofence
23558581,"1401 WATSON BLVD, WARNER ROBINS, GA 31093",SAI QUICK STOP,32.617797,-83.622989,100,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558582,"180 W CLINTON ST, GRAY, GA 31032",MARATHON WEST GRAY,33.007940,-83.540251,250,"Byron,Updated Geofence",,Normal Geofence
23558583,"1402 GRAY HWY, MACON, GA 31211",MURPHY OIL #8519,32.863362,-83.613581,250,"Byron,Updated Geofence",,Normal Geofence
23558584,"275 PERRY PKWY, PERRY, GA 31069",PUBLIX #1233,32.491374,-83.761386,250,"Byron,Updated Geofence",,Normal Geofence
23558585,"2419 US HIGHWAY 80 W, DUBLIN, GA 31021",MURPHY OIL #7468,32.549594,-82.969656,87,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558586,"233 GA HIGHWAY 49 S, BYRON, GA 31008",FRESH WAY MARKET,32.647305,-83.760964,100,Byron,,Normal Geofence
23558587,"1103 HILLCREST PKWY, DUBLIN, GA 31021",HILL FOODS,32.546641,-82.937230,250,"Byron,Updated Geofence",,Normal Geofence
23558588,"418 BELLEVUE AVE, DUBLIN, GA 31021",DISCOUNT TOBACCO (BELLEVUE),32.538146,-82.909974,41,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558589,"2590 ROCKY CREEK RD, MACON, GA 31206",USA GROCERS,32.786793,-83.707091,250,"Byron,Updated Geofence",,Normal Geofence
23558590,"126 BROAD ST, HAWKINSVILLE, GA 31036",WALGREENS #12319,32.282158,-83.470754,45,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558591,"4700 HARTLEY BRIDGE RD, MACON, GA 31216",CIRCLE K #2745067,32.743594,-83.725445,250,"Byron,Updated Geofence",,Normal Geofence
23558592,"3495 US HIGHWAY 41 N, BYRON, GA 31008",DOLLAR GENERAL #5851,32.620667,-83.709869,250,"Byron,Updated Geofence",,Normal Geofence
23558593,"656 OAK ST, EASTMAN, GA 31023",DOLLAR GENERAL #7939,32.191205,-83.174536,43,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558594,"5840 OAK ST, EASTMAN, GA 31023",DOLLAR GENERAL #00659,32.207127,-83.188891,44,Byron,,Normal Geofence
23558595,"225 MAIN ST W, ABBEVILLE, GA 31001",DOLLAR GENERAL #9504,31.992689,-83.308872,42,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558596,"572 HIGHWAY 85, HARALSON, GA 30229",DOLLAR GENERAL #10653,33.234818,-84.567113,52,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558597,"821 W TAYLOR ST, Griffin, GA 30223",DOLLAR GENERAL #6084,33.247775,-84.276233,45,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558598,"1523 ZEBULON RD, Griffin, GA 30224",DOLLAR GENERAL #8581,33.204130,-84.282064,75,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558599,"1019 MEMORIAL DR, Griffin, GA 30223",DOLLAR GENERAL #4572,33.241407,-84.247954,43,"Byron,Updated Geofence",Updated Using Time Clock Events,Normal Geofence
23558600,"2480 SHURLING DR, MACON, GA 31211",DOLLAR GENERAL #6505,32.866317,-83.577685,250,"Byron,Updated Geofence",,Normal Geofence
23558601,"1342 PINE ST, UNADILLA, GA 31091",DOLLAR GENERAL #10503,32.252283,-83.739776,250,"Byron,Updated Geofence",,Normal Geofence
23558602,"604 General Courtney Hodges Blvd, PERRY, GA 31069",DOLLAR GENERAL #2061,32.458864,-83.730580,250,"Byron,Updated Geofence",,Normal Geofence
