Customer ID,Customer Name,AR Account,Chain,Phone,Territory,Account Status,Customer Type,Last Month Sales,Report Address,Latitude,Longitude,Location,Product Group,Distribution Area,Time Created
27873376,PUBLIX #1700,PUBLIX (MAT),PUBLIX (MAT),,District - J. Rivera,Active,Grocery*,"$2,575.53","5581 THOMASTON RD, MACON, GA 31220",32.835208,-83.743921,Byron,Default,Byron Chain,6/4/2020 3:06 PM
664,DIAMOND SHAMROCK #1275,CIRCLE K/PHILLIPS (VIVA),CIRCLE K/PHILLIPS (VIVA),,Market - J. Chavez,Active,Convenience*,"$2,575.38","11488 SOCORRO RD, El paso, TX 79927",31.616141,-106.284554,El Paso,Default,El Paso Chain,1/10/2011 5:59 PM
3484,CIRCLE K #6021,CIRCLE K/PHILLIPS (VIVA),CIRCLE K/PHILLIPS (VIVA),,Market - J. Chavez,Active,Convenience*,"$2,574.94","11685 PEBBLE HILLS BLVD STE A, El paso, TX 79936",31.783026,-106.285679,El Paso,Default,El Paso Chain,1/10/2011 6:09 PM
15748,PANTRY #3521,PANTRY (MAT),CIRCLE K SE/PANTRY (MAT),(706) 857-4905,District - N. Rigsby,Active,Convenience*,"$2,574.03","406 LYERLY ST, SUMMERVILLE, GA 30747",34.467341,-85.359654,Rossville,Default,Rossville Chain,12/21/2010 8:06 PM
22038,PUBLIX #1118,PUBLIX (MAT),PUBLIX (MAT),(678) 413-2421,District - R. Irby,Active,Grocery*,"$2,573.80","1591 HIGHWAY 20 NE, CONYERS, GA 30012",33.684128,-83.998195,Conyers,Default,Conyers Chain,12/21/2010 8:22 PM
27874307,7 ELEVEN #41708,7-ELEVEN CORP (CHAP),7-ELEVEN CORP (CHAP),,District - R. LeBlanc,Active,Convenience*,"$2,572.53","1309 MAIN STREET, BUDA, TX 78610",30.087435,-97.827634,Austin,Default,Austin Indep,3/30/2021 11:13 AM
16284,PUBLIX #816,PUBLIX (MAT),PUBLIX (MAT),(770) 898-1213,District - G. Ekeoma,Active,Grocery*,"$2,568.42","920 SR 81, MCDONOUGH, GA 30252",33.437737,-84.120852,Conyers,Default,Conyers Chain,12/21/2010 8:07 PM
27875734,TXB 67,KWIK CHEK (CHAP),KWIK CHEK (CHAP),(512) 363-7633,District - J. Betschart,Active,Convenience*,"$2,565.15","3702 W FM 2147, COTTONWOOD SHORES, TX 78657",30.5495464,-98.3189701,Austin - North,Default,Austin North Chain,1/12/2023 3:15 PM
14630,KROGER #344,KROGER (MAT),KROGER (MAT),(770) 751-7384,District - K. Batye,Active,Grocery*,"$2,565.13","3000 OLD ALABAMA RD, ALPHARETTA, GA 30022",34.022805,-84.271634,Lawrenceville,Default,Norcross Chain,12/21/2010 8:02 PM
27875685,QT #817,QUIKTRIP (MAT),QUIKTRIP (MAT),,District - C. Brandt,Active,Convenience*,"$2,565.05","3660 BROWNS BRIDGE RD, CUMMING, GA 30028",34.265893,-84.091995,Lawrenceville,Default,Norcross Chain,12/16/2022 7:49 AM
27869576,CIRCLE K #4077,CIRCLE K SW (CHAP),Circle K SW (CHAP),,District - T. DeCroix,Active,Convenience*,"$2,564.74","900 LOUIS HENNA, ROUND ROCK, TX 78664",30.486783,-97.649641,Austin - North,Default,Austin North Chain,8/3/2017 4:00 PM
1886,FOOD LION #1175,FOOD LION (MAT),FOOD LION (MAT),(828) 586-8221,District - W. McCreary,Active,Grocery*,"$2,564.40","73 ASHEVILLE HWY, SYLVA, NC 28779",35.375673,-83.213105,North Carolina,Default,Arden Chain,12/21/2010 8:16 PM
9360,CORNER STORE #2103,VALERO Corner Store (CHAP),VALERO Corner Store (CHAP),(512) 832-5731,District - J. Betschart,Active,Convenience*,"$2,564.08","11139 N INTERSTATE 35, AUSTIN, TX 78753",30.375336,-97.676679,Austin - North,Default,Austin North Chain,1/10/2011 6:48 PM
8592,EXPRESS FOOD MART (LAMAR,EXPRESS FOOD MART (LAMAR,GAMA (Chap),,District - J. Betschart,Active,Convenience*,"$2,564.06","10500 N LAMAR BLVD, AUSTIN, TX 78753",30.374077,-97.690902,Austin - North,Default,Austin North Chain,1/10/2011 6:44 PM
26006,PUBLIX #1217,PUBLIX (MAT),PUBLIX (MAT),(678) 840-4676,District - C. Ulmer,Active,Grocery*,"$2,562.45","7953 VILLA RICA HWY, DALLAS, GA 30157",33.809293,-84.886633,Westpark,Default,Fulton Chain,12/21/2010 8:35 PM
27864136,SWIFTI #6,SWIFTI #6,HRA (MAT),(770) 892-0664,District - C. Ulmer,Active,Convenience*,"$2,561.50","1101 ALABAMA ST, CARROLLTON, GA 30117",33.588661,-85.099447,Westpark,Default,Fulton Indep,10/9/2013 9:55 AM
27868253,SPEEDWAY #9860,SPEEDWAY/SUPER AMERICA (VIVA),SPEEDWAY/SUPER AMERICA (VIVA),,Market - J. Chavez,Active,Convenience*,"$2,560.87","12900 EDGEMERE BLVD, El paso, TX 79938",31.79732,-106.244238,El Paso,Default,El Paso Chain,8/4/2016 7:45 AM
27865357,PUBLIX #1473,PUBLIX (MAT),PUBLIX (MAT),,District - W. McCreary,Active,Grocery*,"$2,558.72","1830 HENDERSONVILLE RD, ASHEVILLE, NC 28803",35.504569,-82.522732,North Carolina,Default,Arden Chain,4/21/2015 1:36 PM
23884,WALGREENS #09620,WALGREENS (MAT),WALGREENS (MAT),(404) 344-5158,District - C. Ulmer,Active,Drug*,"$2,557.49","3800 PRINCETON LAKES PKWY SW, ATLANTA, GA 30331",33.656306,-84.5127,Westpark,Default,Fulton Chain,12/21/2010 8:27 PM
9491,THE STORE (N PATTERSON),THE STORE_4,GAMA (Chap),(254) 793-2161,District - J. Betschart,Active,Convenience*,"$2,556.99","603 N PATTERSON, FLORENCE, TX 76527",30.847104,-97.796758,Austin - North,Default,Austin North Chain,1/10/2011 6:49 PM
16494,JP JEFFERSON,Piggly Wiggly Jones petro,Jones Petroleum (Mat),,District - E. Graves,Active,Convenience*,"$2,555.74","3465 JEFFERSON RD, ATHENS, GA 30607",33.985827,-83.42066,Lawrenceville,Default,Norcross Chain,12/21/2010 8:07 PM
27873640,LODHI 2 FOOD MART LLC,LODHI 2 FOOD MART LLC,I.B.C. (MAT),,District - B. Mayfield,Active,Convenience*,"$2,555.60","3807 DUE WEST RD NW, MARRIETTA, GA 30074",33.965863,-84.663863,Westpark,Default,Fulton Indep,7/15/2020 2:49 PM
27863467,RACEWAY #843 (MAIN ST),Raceway #843_3,SAASOA (MAT),(859) 536-9429,District - N. Rigsby,Active,Convenience*,"$2,555.09","141 MAIN ST, JASPER, TN 37347",35.043411,-85.686758,Rossville,Default,Rossville Indep,12/28/2012 11:23 AM
27870709,DOLLAR GENERAL #18780,DOLLAR GENERAL (VIVA),DOLLAR GENERAL (VIVA),,Market - L. Herron,Active,Dollar Store*,"$2,554.34","6306 N STATE HWY 349, MIDLAND, TX 79705",32.06926,-102.086931,Midland,Default,Midland Chain,6/5/2018 2:33 PM
27874422,SPINX #303,SPINX (MAT),SPINX (MAT),,District - W. McCreary,Active,Convenience*,"$2,553.96","41 N.C. HIGHWAY 107 NORTH, CASHIERS, NC 28717",35.11324,-83.100276,North Carolina,Default,Arden Chain,5/14/2021 11:43 AM
20146,CIRCLE M #38,CIRCLE M (MAT),CIRCLE M (MAT),(678) 513-4420,District - C. Brandt,Active,Convenience*,"$2,553.89","5430 BANNISTER RD, CUMMING, GA 30028",34.299046,-84.152519,Lawrenceville,Default,Norcross Chain,12/21/2010 8:17 PM
21963,PARK AVE,PARK AVE,* Independent Matador,(770) 775-6162,District - G. Ekeoma,Active,Convenience*,"$2,552.97","632 E 3RD ST, JACKSON, GA 30233",33.294533,-83.957189,Conyers,Default,Conyers Indep,12/21/2010 8:25 PM
27870023,7 ELEVEN #1526,7-ELEVEN/SUNOCO (CHAP),7-ELEVEN/SUNOCO (CHAP),,District - I. Velazquez,Active,Convenience*,"$2,548.43","7809 CAMINO REAL, MAXWELL, TX 78656",29.934534,-97.819036,Austin,Default,Austin Chain,1/23/2018 11:13 AM
25958,PUBLIX #1244,PUBLIX (MAT),PUBLIX (MAT),(423) 238-1032,District - Z. Hamilton,Active,Grocery*,"$2,547.93","5958 SNOW HILL RD STE 168, OOLTEWAH, TN 37363",35.090571,-85.064457,Rossville,Default,Rossville Chain,12/21/2010 8:34 PM
9350,STOCK UP FOOD MART,STOCK UP FOOD MART,GAMA (Chap),(512) 856-2106,District - T. DeCroix,Active,Convenience*,"$2,547.84","13601 S STATE HIGHWAY 95, COUPLAND, TX 78615",30.460447,-97.394027,Austin - North,Default,Austin North Chain,1/10/2011 6:48 PM
11504,CIRCLE K #1094,CIRCLE K/CONOCO SE (MAT),CIRCLE K/CONOCO SE (MAT),(602) 728-4061,District - C. Brandt,Active,Convenience*,"$2,547.64","325 CLEVELAND ST, BLAIRSVILLE, GA 30512",34.871294,-83.955906,Lawrenceville,Default,Norcross Chain,12/21/2010 7:54 PM
1779,CIRCLE K #6309,CIRCLE K/PHILLIPS (VIVA),CIRCLE K/PHILLIPS (VIVA),,Market - J. Chavez,Active,Convenience*,"$2,543.63","11390 MONTWOOD DR, El paso, TX 79936",31.767487,-106.298227,El Paso,Default,El Paso Chain,1/10/2011 6:02 PM
27870625,FOOD & MORE #2,FOOD & MORE #2,GAMA (Chap),,District - J. Betschart,Active,Convenience*,"$2,542.30","10505 RANCH ROAD 620 N, AUSTIN, TX 78726",30.443654,-97.832337,Austin - North,Default,Austin North Indep,5/3/2018 8:29 AM
15691,JP COBB,Piggly Wiggly Jones petro,Jones Petroleum (Mat),(770) 953-6072,District - P. Iddings,Active,Convenience*,"$2,537.31","2756 COBB PKWY SE, ATLANTA, GA 30339",33.885666,-84.47205,Westpark,Default,Fulton Indep,12/21/2010 8:05 PM
26883,KNOXVILLE STORE,KNOKVILLE STORE,HRA (MAT),,District - J. Rivera,Active,Convenience*,"$2,537.06","912 US HIGHWAY 80 E, ROBERTA, GA 31078",32.724533,-83.998876,Byron,Default,Byron Indep,12/21/2010 8:38 PM
27873404,MSM ENTERPRISES,GOODWAY (MAT),I.B.C. (MAT),,District - C. Ulmer,Active,Convenience*,"$2,536.38","5270 CAMPBELTON FAIRBURN RD, FAIRBURN, GA 30213",33.615201,-84.613113,Westpark,Default,Fulton Indep,6/17/2020 8:06 AM
27874242,KWIK CHEK #65,KWIK CHEK (CHAP),KWIK CHEK (CHAP),,District - J. Betschart,Active,Convenience*,"$2,536.05","1402 WILLIAMS DRIVE, GEORGETOWN, TX 78628",30.652485,-97.682829,Austin - North,Default,Austin North Chain,3/4/2021 11:39 AM
23139,YANK'S QUICK STOP,SMART MART_2,SAASOA (MAT),(706) 539-1721,District - N. Rigsby,Active,Convenience*,"$2,536.02","9180 W HIGHWAY 136, CHICKAMAUGA, GA 30707",34.807811,-85.389969,Rossville,Default,Rossville Indep,12/21/2010 8:25 PM
27870319,SWAIN WEST BP,SWAIN WEST BP,* Independent Matador,,District - W. McCreary,Active,Convenience*,"$2,535.79","7530 HWY 19 W, BRYSON CITY, NC 28713",35.332897,-83.5853,North Carolina,Default,Arden Indep,3/9/2018 2:05 PM
23765,CAMILLE'S CORNER,CAMILLE'S CORNER,HRA (MAT),(770) 877-5941,Market - G. Miller,Active,Convenience*,"$2,535.18","5136 JOE FRANK HARRIS PKWY NW, ADAIRSVILLE, GA 30103",34.34486,-84.909244,Cartersville,Default,Cartersville Indep,12/21/2010 8:27 PM
9449,MR ZIP #601,Mr ZIP #601,GAMA (Chap),(512) 899-8283,District - I. Velazquez,Active,Convenience*,"$2,535.09","6511 BRUSH COUNTRY RD, AUSTIN, TX 78749",30.22366,-97.840996,Austin,Default,Austin Chain,1/10/2011 6:49 PM
27871582,RODEO 4,RODEO 4,On Premise (VIVA),,Market - Open LUB,Active,On Premise*,"$2,535.00","5402 4TH ST STE C, LUBBOCK, TX 79416",33.592764,-101.926806,Lubbock,Default,Lubbock Indep,3/8/2019 8:44 AM
16637,RACETRAC #053,RACETRAC (MAT),RACETRAC (MAT),(678) 945-0132,District - B. Mayfield,Active,Convenience*,"$2,534.33","5350 FLOYD RD SW, MABLETON, GA 30126",33.82485,-84.576558,Westpark,Default,Fulton Chain,12/21/2010 8:08 PM
17804,TARGET #0749,TARGET (MAT),TARGET (MAT),(770) 476-5548,District - K. Batye,Active,Mass Merchandiser*,"$2,532.46","5950 STATE BRIDGE RD, DULUTH, GA 30097",34.014488,-84.187813,Lawrenceville,Default,Norcross Chain,12/21/2010 8:14 PM
5620,7-11 #809,7-ELEVEN (SW CONV/Alon) (VIVA),7-ELEVEN (SW CONV/Alon) (VIVA),(915) 685-3302,Market - L. Herron,Active,Convenience*,"$2,531.70","4601 N AVENUE A, MIDLAND, TX 79705",32.042255,-102.097061,Midland,Default,Midland Chain,1/10/2011 6:14 PM
27864132,PUBLIX #1403,PUBLIX (MAT),PUBLIX (MAT),(706) 291-3380,Market - G. Miller,Active,Grocery*,"$2,529.85","435 TURNER MCCALL BLVD NE, ROME, GA 30165",34.261363,-85.177899,Cartersville,Default,Cartersville Chain,10/9/2013 6:22 AM
4154,HARRIS TEETER #165,HARRIS TEETER (MAT),HARRIS TEETER (MAT),(828) 262-3319,District - Open NC East,Active,Grocery*,"$2,529.72","240 SHADOWLINE DR, BOONE, NC 28607",36.202039,-81.659698,North Carolina,Default,Arden Chain,12/21/2010 8:43 PM
19233,MURPHY USA #7730,MURPHYS USA (CHAP),MURPHYS USA (CHAP),(512) 352-5779,District - T. DeCroix,Active,Convenience*,"$2,529.44","105 CARLOS PARKER BLVD NW STE G, TAYLOR, TX 76574",30.600109,-97.418088,Austin - North,Default,Austin North Chain,1/10/2011 6:54 PM
27868240,DOLLAR GENERAL #17090,DOLLAR GENERAL (VIVA),DOLLAR GENERAL (VIVA),,Market - J. Chavez,Active,Dollar Store*,"$2,528.72","11971 DYER ST, El paso, TX 79934",31.954894,-106.361329,El Paso,Default,El Paso Chain,8/1/2016 12:20 PM
23414,LULA GROCERY,LULA GROCERY,HRA (MAT),(770) 869-7162,District - E. Ferreyra,Active,Convenience*,"$2,528.20","5919 MAIN STREET, LULA, GA 30554",34.3869,-83.668358,Lawrenceville,Default,Norcross Indep,12/21/2010 8:27 PM
27875554,CIRCLE K #2704400,CIRCLE K/PHILLIPS (VIVA),CIRCLE K/PHILLIPS (VIVA),,Market - C. Hastings,Active,Convenience*,"$2,527.89","7217 S WESTERN ST, AMARILLO, TX 79110",35.134044,-101.882986,Amarillo,Default,Amarillo Chain,10/20/2022 7:49 AM
27868827,PUBLIX #1548,PUBLIX (MAT),PUBLIX (MAT),,District - Open NC East,Active,Grocery*,"$2,527.67","1620 BLOWING ROCK ROAD, BOONE, NC 28607",36.199652,-81.660969,North Carolina,Default,Arden Indep,3/22/2017 10:46 AM
14694,KROGER #438,KROGER (MAT),KROGER (MAT),(770) 717-3050,District - E. Graves,Active,Grocery*,"$2,527.66","4155 LAWRENCEVILLE HWY NW FRNT, LILBURN, GA 30047",33.904558,-84.12108,Lawrenceville,Default,Norcross Chain,12/21/2010 8:02 PM
8036,KWIK CHEK #70,KWIK CHEK (VIVA),KWIK CHEK (VIVA),(432) 263-5571,Market - D. DeShong,Active,Convenience*,"$2,524.55","800 W INTERSTATE 20, BIG SPRING, TX 79720",32.264178,-101.491485,San Angelo,Default,San Angelo Chain,1/10/2011 6:28 PM
2788624,LAKE LINE XPRESS MART,LAKE LINE XPRESS MART,GAMA (Chap),(512) 401-7772,District - J. Betschart,Active,Convenience*,"$2,523.34","2004 N LAKELINE BLVD, CEDAR PARK, TX 78613",30.527783,-97.855256,Austin - North,Default,Austin North Chain,7/23/2012 4:01 PM
11291,AMOCO (BOULEVARD),CITGO (BOULEVARD),ARA (MAT),,District - D. Kimbrough,Active,Convenience*,"$2,523.23","605 BOULEVARD NE, ATLANTA, GA 30308",33.770883,-84.371347,Conyers,Default,Conyers Indep,12/21/2010 7:54 PM
27870958,FUEL STAR CHEVRON(2),FUEL STAR CHEVRON(2),HRA (MAT),,District - C. Brandt,Active,Convenience*,"$2,522.11","2775 ANTIOCH RD, CUMMING, GA 30040",34.229508,-84.103961,Lawrenceville,Default,Norcross Indep,10/17/2018 9:03 AM
5989,WALGREENS #6694,WALGREENS (VIVA),WALGREENS (VIVA),(915) 367-0280,Market - L. Herron,Active,Drug*,"$2,521.75","2161 E 42ND ST, ODESSA, TX 79762",31.889923,-102.353287,Midland,Default,Midland Chain,1/10/2011 6:16 PM
27868549,GOLD CREEK MARKET(EXXON),GOLD CREEK MARKET(EXXON),HRA (MAT),,District - C. Brandt,Active,Convenience*,"$2,521.34","123 HWY 136, DAWSONVILLE, GA 30534",34.441679,-84.094976,Lawrenceville,Default,Norcross Indep,11/17/2016 2:31 PM
3271,LOWE'S BIG 8 #73,LOWES (VIVA),LOWES (VIVA),857-6050,Market - J. Chavez,Active,Grocery*,"$2,521.02","1480 GEORGE DIETER DR STE A, El paso, TX 79936",31.742862,-106.299241,El Paso,Default,El Paso Chain,1/10/2011 6:08 PM
21956,FOOD DEPOT #43,FOOD DEPOT (MAT),FOOD DEPOT (MAT),(478) 922-7511,District - G. Ekeoma,Active,Grocery*,"$2,520.66","2300 SALEM RD SE, CONYERS, GA 30013",33.628507,-83.976364,Conyers,Default,Conyers Chain,12/21/2010 8:21 PM
213,ALBERTSONS #1016,ALBERTSONS (VIVA),ALBERTSONS (VIVA),(208) 395-6200,Market - J. Chavez,Active,Grocery*,"$2,520.49","11320 MONTWOOD DR, El paso, TX 79936",31.767777,-106.301547,El Paso,Default,El Paso Chain,1/10/2011 5:57 PM
27868672,AMIGO FLATONIA INC,AMIGO'S FLATONIA INC,GHRA (CHAP),,District - R. LeBlanc,Active,Convenience*,"$2,520.21","1415 Farm To Market RD 609, FLATONIA, TX 78941",29.698377,-97.099587,Austin,Default,Austin Indep,1/13/2017 2:18 PM
17783,TARGET #1197,TARGET (MAT),TARGET (MAT),(404) 237-9494,District - D. Kimbrough,Active,Mass Merchandiser*,"$2,519.93","3535 PEACHTREE RD NE, ATLANTA, GA 30326",33.851772,-84.359101,Conyers,Default,Conyers Chain,12/21/2010 8:12 PM
27870463,CAL'S #5001,CAL'S Convenience (VIVA),CAL'S Convenience (VIVA),,Market - L. Herron,Active,Convenience*,"$2,519.88","114 E STATE HIGHWAY 302, KERMIT, TX 79745",31.846815,-103.090155,Midland,Default,Midland Chain,4/16/2018 3:17 PM
2185,TARGET #0823,TARGET (VIVA),TARGET (VIVA),(915) 590-3560,Market - J. Chavez,Active,Mass Merchandiser*,"$2,519.74","1901 GEORGE DIETER DR, El paso, TX 79936",31.770092,-106.305153,El Paso,Default,El Paso Chain,1/10/2011 6:04 PM
9888,FOREST BLUFF GROCERY,FOREST BLUFF GROCERY,GAMA (Chap),(512) 801-6438,District - I. Velazquez,Active,Convenience*,"$2,519.15","14300 FM 969, AUSTIN, TX 78724",30.248037,-97.583497,Austin,Default,Austin Indep,1/10/2011 6:52 PM
3104,WALGREENS #9368,WALGREENS (VIVA),WALGREENS (VIVA),(915) 849-6755,Market - J. Chavez,Active,Drug*,"$2,517.82","12390 EDGEMERE BLVD, El paso, TX 79938",31.791915,-106.260237,El Paso,Default,El Paso Chain,1/10/2011 6:07 PM
27867497,WALMART NEIGHBORHOOD MKT #5267,WALMART (MAT),WALMART (MAT),(706) 795-2600,District - E. Graves,Active,Mass Merchandiser*,"$2,515.98","3130 ATLANTA HWY, ATHENS, GA 30606",33.943425,-83.44444,Lawrenceville,Default,Norcross Chain,1/19/2016 12:30 PM
27873769,MILLS STREET MARKET,MILLS STREET MARKET,GAMA (Chap),,District - I. Velazquez,Active,Convenience*,"$2,513.76","641 MILLS STREET, SAN MARCOS, TX 78666",29.898531,-97.915627,Austin,Default,Austin Indep,9/22/2020 1:03 PM
27864324,SPEEDWAY #7135,SPEEDWAY/SUPER AMERICA (MAT),SPEEDWAY/SUPER AMERICA (MAT),(423) 476-4307,District - Z. Hamilton,Active,Convenience*,"$2,513.31","201 25TH ST NE, CLEVELAND, TN 37311",35.177058,-84.861837,Rossville,Default,Rossville Chain,1/27/2014 8:54 AM
27874921,"7E TX 21, LLC",MONFORT (VIVA),MONFORT (VIVA),,Market - L. Herron,Active,Convenience*,"$2,513.16","3603 W WALL ST, MIDLAND, TX 79701",31.979429,-102.112,Midland,Default,Midland Indep,12/21/2021 7:52 AM
27448,PILOT CORP #634,PILOT TRAVEL CENTER (MAT),PILOT CORP (MAT),705-624-009,District - C. Ulmer,Active,Convenience*,"$2,511.66","650 CARROLLTON Hwy 113, TEMPLE, GA 30179",33.719553,-85.026185,Westpark,Default,Fulton Chain,12/21/2010 8:39 PM
5201,T/A TRAVEL CENTER #55,TRAVEL CENTERS OF AMERICA (VIVA),TRAVEL CENTERS OF AMERICA (VIVA),(806) 342-3080,Market - C. Hastings,Active,Convenience*,"$2,511.59","7000 E Interstate 40, AMARILLO, TX 79118",35.191192,-101.74362,Amarillo,Default,Amarillo Chain,1/10/2011 6:12 PM
15055,MAGNET ENTERPRISES QUICK STOP,MAGNET ENTERPRISES QUICK STOP,HRA (MAT),(770) 483-5270,District - G. Ekeoma,Active,Convenience*,"$2,511.59","4669 HIGHWAY 20 SE, CONYERS, GA 30013",33.564061,-84.013574,Conyers,Default,Conyers Indep,12/21/2010 8:03 PM
27865261,HOME DEPOT #6831,Home Depot (Viva),Home Depot (Viva),(806) 468-9100,Market - C. Hastings,Active,Specialty Retail*,"$2,510.80","2410 S GEORGIA ST, AMARILLO, TX 79109",35.1889,-101.868735,Amarillo,Default,Amarillo Chain,3/26/2015 3:54 PM
19359,XPRESS FUEL,XPRESS FUEL,GAMA (Chap),,District - J. Betschart,Active,Convenience*,"$2,509.67","10210 E CRYSTAL FALLS PKWY, LEANDER, TX 78641",30.55814,-97.841897,Austin - North,Default,Austin North Chain,1/10/2011 6:55 PM
23002,CIRCLE K #2706729,FLASH FOODS (MAT),CIRCLE K ATLANTIC/FLASH FOODS (MAT),(478) 477-3855,District - J. Rivera,Active,Convenience*,"$2,509.63","3903 ARKWRIGHT RD, MACON, GA 31210",32.905578,-83.686617,Byron,Default,Byron Chain,12/21/2010 8:25 PM
27873689,BASTROP CORNER STORE,BASTROP CORNER STORE,GAMA (Chap),,District - I. Velazquez,Active,Convenience*,"$2,505.63","1525 STATE HWY 71 W, CEDAR CREEK, TX 78612",30.122556,-97.434079,Austin,Default,Austin Indep,8/6/2020 2:23 PM
24358,H&J TRAVEL CENTER,H&J TRAVEL CENTER,HRA (MAT),(478) 862-3427,District - J. Rivera,Active,Convenience*,"$2,504.80","191 AMERICUS HWY, BUTLER, GA 31006",32.543175,-84.241919,Byron,Default,Byron Indep,12/21/2010 8:29 PM
8245,7 ELEVEN #32248,7-ELEVEN CORP (CHAP),7-ELEVEN CORP (CHAP),(512) 336-7089,District - T. DeCroix,Active,Convenience*,"$2,504.29","14016 N FM 620 & PARMER, AUSTIN, TX 78717",30.477233,-97.765998,Austin - North,Default,Austin North Chain,1/10/2011 6:42 PM
3422,PAK-A-SAK #6,PAK-A-SAK (VIVA),PAK-A-SAK (VIVA),(806) 935-5870,Market - C. Hastings,Active,Convenience*,"$2,503.81","101 N DUMAS AVE, DUMAS, TX 79029",35.86578,-101.973681,Amarillo,Default,Amarillo Indep,1/10/2011 6:09 PM
14199,INGLES #449,INGLES FOOD (MAT),INGLES FOOD (MAT),(706) 648-1953,District - J. Rivera,Active,Grocery*,"$2,503.52","730 N CHURCH ST, THOMASTON, GA 30286",32.905077,-84.328409,Byron,Default,Byron Chain,12/21/2010 8:01 PM
23899,CIRCLE M #40,CIRCLE M (MAT),CIRCLE M (MAT),(770) 831-6877,District - K. Batye,Active,Convenience*,"$2,503.51","291 OLD PEACHTREE RD NE, SUWANEE, GA 30024",34.035239,-84.024054,Lawrenceville,Default,Norcross Chain,12/21/2010 8:33 PM
14196,INGLES #444,INGLES FOOD (MAT),INGLES FOOD (MAT),(706) 342-2220,District - G. Ekeoma,Active,Grocery*,"$2,503.34","1441 EATONTON RD, MADISON, GA 30650",33.57387,-83.47838,Conyers,Default,Conyers Chain,12/21/2010 8:01 PM
27874956,KENT KWIK #433,KENT KWIK (VIVA),KENT KWIK (VIVA),,Market - D. DeShong,Active,Convenience*,"$2,502.75","3251 N BRYANT BLVD, SAN ANGELO, TX 76903",31.488029,-100.468831,San Angelo,Default,San Angelo Chain,1/7/2022 7:40 AM
17337,SIMPLY CONVENIENT,SIMPLY CONVENIENT,HRA (MAT),(770) 678-5600,District - B. Mayfield,Active,Convenience*,"$2,502.38","3065 SHALLOWFORD RD, MARIETTA, GA 30062",34.037451,-84.459513,Westpark,Default,Fulton Indep,12/21/2010 8:10 PM
27864492,JP LAKE DOW,Piggly Wiggly Jones petro,Jones Petroleum (Mat),(404) 259-6732,District - G. Ekeoma,Active,Convenience*,"$2,502.13","898 HIGHWAY 81 E, MCDONOUGH, GA 30252",33.438448,-84.121382,Conyers,Default,Conyers Indep,3/18/2014 5:37 AM
14725,KROGER #478,KROGER (MAT),KROGER (MAT),(770) 650-6673,District - B. Mayfield,Active,Grocery*,"$2,501.61","3162 JOHNSON FERRY RD, MARIETTA, GA 30062",34.026151,-84.422424,Westpark,Default,Fulton Chain,12/21/2010 8:02 PM
27875324,FM/MAPCO #7553,MAPCO (Delek) (MAT),MAPCO (Delek) (MAT),,District - Z. Hamilton,Active,Convenience*,"$2,501.58","2282 ENCOMPASS DR, CHATTANOOGA, TN 37421",35.053292,-85.187459,Rossville,Default,Rossville Chain,7/12/2022 8:28 AM
6984,TOOT 'N TOTUM #75,TOOT N TOTUM (VIVA),TOOT N TOTUM (VIVA),,Market - C. Hastings,Active,Convenience*,"$2,501.57","100 TASCOSA RD, AMARILLO, TX 79124",35.213854,-101.902382,Amarillo,Default,Amarillo Chain,1/10/2011 6:22 PM
4091,ELK PARK MINI MART,ELK PARK MINI MART,* Independent Matador,(828) 733-9877,District - Open NC East,Active,Convenience*,"$2,500.47","7571 HWY 19 E, ELK PARK, NC 28622",36.156833,-81.978853,North Carolina,Default,Arden Indep,12/21/2010 8:43 PM
4360,KANGAROO EXPRESS #141,PANTRY (MAT),CIRCLE K SE/PANTRY (MAT),(828) 262-3312,District - Open NC East,Active,Convenience*,"$2,497.81","771 BLOWING ROCK RD, BOONE, NC 28607",36.208028,-81.672075,North Carolina,Default,Arden Chain,12/21/2010 8:44 PM
4261,INGLES #116,INGLES FOOD (MAT),INGLES FOOD (MAT),(828) 389-4460,District - C. Brandt,Active,Grocery*,"$2,497.71","230 HIGHWAY 64 W, HAYESVILLE, NC 28904",35.033215,-83.816165,Lawrenceville,Default,Norcross Chain,12/21/2010 8:43 PM
8355,GREAT OAKS FOOD MART,GREAT OAKS FOOD MART,GAMA (Chap),(512) 255-2734,District - T. DeCroix,Active,Convenience*,"$2,497.49","17251 GREAT OAKS DR, ROUND ROCK, TX 78681",30.514079,-97.735288,Austin - North,Default,Austin North Chain,1/10/2011 6:43 PM
28100,QUICK SHOP (HWY 124 W) EXXON,QUICK STOP EXXON,HRA (MAT),(678) 523-8002,District - E. Graves,Active,Convenience*,"$2,496.98","6007 HIGHWAY 124 W, HOSCHTON, GA 30548",34.107644,-83.7026,Lawrenceville,Default,Norcross Indep,3/23/2011 6:17 AM
18384,VILLA ROSA CENTER CHEVRON,VILLA ROSA CENTER CHEVRON,HRA (MAT),(770) 562-5996,District - C. Ulmer,Active,Convenience*,"$2,496.54","895 BAR J RD, TEMPLE, GA 30179",33.720631,-85.00677,Westpark,Default,Fulton Indep,12/21/2010 8:14 PM
